eregistry_key,irn,Levels,Key1,Key2,Key3,Key4,Key5,Key6,Key7,Key8,Key9,Key10,Value,SummaryData,AdmImportIdentifier,AdmInsertedBy,AdmDateInserted,AdmTimeInserted,AdmDateModified,AdmTimeModified,AdmModifiedBy,OwnerId,AdmPublishWebNoPassword,AdmPublishWebPassword,SecRecordStatus,AdmSystemIdentifier
51,269454,6,"Group","Admin","Table","ecatalogue","Report","Earth-Sci-Cat-Lonc-Locs-Meas","","","","","Export CSV#irn;LocCurrentLocationRef.elocations.SummaryData;CatCatalogNumber;@CatGeoName_tab;CatDescription;@NteText0;GeoCount;@MeaType_tab;@MeaStandardizedValue_tab;@MeaStandardizedUnit_tab;@MeaVerbatimValue_tab;@MeaVerbatimUnit_tab;@MeaRemarks_tab;MulHasMultiMedia;CatSiteRef.ecollectionevents.(ColSiteNumber,LocDmnsLocalityName,LocMineName,LocMiningDistrict,LocTownship,LocDistrictCountyShire,LocProvinceStateTerritory,LocCountry,LocContinent)#CatCatalogNumber;--wordbased#-1#Labels_Cat_Earth-Sciences_3-75_by_1-75_v6 - Copy 3 (lrochaprado).rpt##","Group|Admin|Table|ecatalogue|Report|Earth-Sci-Cat-Lonc-Locs-Meas|Export CSV#irn;LocCurrentLocationRef.elocations.SummaryData;CatCatalogNumber;@CatGeoName_tab;CatDescription;@NteText0;GeoCount;@MeaType_tab;@MeaStandardizedValue_tab;@MeaStandardizedUnit_tab;@MeaVerbatimValue_tab;@MeaVerbatimUnit_tab;@MeaRemarks_tab;MulHasMultiMedia;CatSiteRef.ecollectionevents.(ColSiteNumber,LocDmnsLocalityName,LocMineName,LocMiningDistrict,LocTownship,LocDistrictCountyShire,LocProvinceStateTerritory,LocCountry,LocContinent)#CatCatalogNumber;--wordbased#-1#Labels_Cat_Earth-Sciences_3-75_by_1-75_v6 - Copy 3 (lrochaprado).rpt##","","Laura Rocha Prado",2024-06-27,"17:14:03",2024-06-27,"17:14:03","Laura Rocha Prado","lrochaprado","","","",""
52,1046,6,"Group","Admin","Table","ecatalogue","Report","EdEthnolTest1","","","","","Crystal#EduAccessibility;EduObjectNature;CatCatalogNumber;Group2=[LocCurrentLocationRef.elocations.(LocLevel4,LocLevel5,LocLevel6)];EduContaminants_tab##-1##","Group|Admin|Table|ecatalogue|Report|EdEthnolTest1|Crystal#EduAccessibility;EduObjectNature;CatCatalogNumber;Group2=[LocCurrentLocationRef.elocations.(LocLevel4,LocLevel5,LocLevel6)];EduContaminants_tab##-1##","","emu",2018-01-16,"21:18:00",2018-01-16,"21:18:00","emu","emu","","","",""
53,189190,6,"Group","Admin","Table","ecatalogue","Report","Notes Type Example","","","","","Crystal#irn;CatCatalogNumber;NteText0;NteType_tab##-1#NotesTypeExample.rpt##","Group|Admin|Table|ecatalogue|Report|Notes Type Example|Crystal#irn;CatCatalogNumber;NteText0;NteType_tab##-1#NotesTypeExample.rpt##","","Sam Schiller",2021-06-24,"14:29:32",2021-06-24,"14:29:32","Sam Schiller","sschiller","","","",""
54,192293,6,"Group","Admin","Table","ecatalogue","Report","Photos 3","","","","","Crystal#CatCatalogNumber;!IdeObjectIdentification_tab;CulManufactCulture_nesttab&CulManufactCulture_tab;MulMultiMediaRef_tab.emultimedia.Multimedia##-1#Photos 3.rpt#--all-images --delim-windows#","Group|Admin|Table|ecatalogue|Report|Photos 3|Crystal#CatCatalogNumber;!IdeObjectIdentification_tab;CulManufactCulture_nesttab&CulManufactCulture_tab;MulMultiMediaRef_tab.emultimedia.Multimedia##-1#Photos 3.rpt#--all-images --delim-windows#","","Dominique Alhambra",2021-07-16,"14:42:04",2021-07-16,"14:42:04","Dominique Alhambra","dalhambra","","","",""
55,3107,6,"Group","Admin","Table","ecatalogue","Report","Standard Taxon report","","","","","Export CSV#Group1=[CatCatalogNumber,IdeFiledAsQualifiedName,CatSpecimenCount,ParParticipantRef_tab.eparties.SummaryData,ParCollectingDateStart,OrnStage_tab,@CatPreparationType_tab,CatOtherNumbersValue_tab,CatSiteRef.ecollectionevents.(LocCountry,LocProvinceStateTerritory,LocDistrictCountyShire,LocNearestNamedPlace,LocPreciseLocation,@LatCentroidLatitudeDec_tab,@LatCentroidLongitudeDec_tab)]##-1##","Group|Admin|Table|ecatalogue|Report|Standard Taxon report|Export CSV#Group1=[CatCatalogNumber,IdeFiledAsQualifiedName,CatSpecimenCount,ParParticipantRef_tab.eparties.SummaryData,ParCollectingDateStart,OrnStage_tab,@CatPreparationType_tab,CatOtherNumbersValue_tab,CatSiteRef.ecollectionevents.(LocCountry,LocProvinceStateTerritory,LocDistrictCountyShire,LocNearestNamedPlace,LocPreciseLocation,@LatCentroidLatitudeDec_tab,@LatCentroidLongitudeDec_tab)]##-1##","","emu",2018-01-16,"21:18:03",2018-01-16,"21:18:03","emu","gwc","","","",""
56,148,6,"Group","Admin","Table","ecatalogue","Shortcut List","NAGPRA","","","","","IdeObjectType_tab;StaStatus_tab;NteAttributedTo_nesttab#17","Group|Admin|Table|ecatalogue|Shortcut List|NAGPRA|IdeObjectType_tab;StaStatus_tab;NteAttributedTo_nesttab#17","","emu",2018-01-16,"21:17:59",2018-01-16,"21:17:59","emu","DRewolinski","","","",""
57,1049,6,"Group","Admin","Table","ecatalogue","Sort","Culture/Locality","","","","","CulManufactCultureRecent_tab;CatSiteRef(ecollectionevents.SummaryData);LocCurrentLocationRef;--wordbased","Group|Admin|Table|ecatalogue|Sort|Culture/Locality|CulManufactCultureRecent_tab;CatSiteRef(ecollectionevents.SummaryData);LocCurrentLocationRef;--wordbased","","emu",2018-01-16,"21:18:00",2018-01-16,"21:18:00","emu","emu","","","",""
58,1050,6,"Group","Admin","Table","ecollectionevents","Column Access","Default","","","","","dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery;","Group|Admin|Table|ecollectionevents|Column Access|Default|dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery;","","emu",2018-01-16,"21:18:00",2018-01-16,"21:18:00","emu","emu","","","",""
59,176228,6,"Group","Admin","Table","econservation","Column Access","Default","","","","","dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery;duReplace","Group|Admin|Table|econservation|Column Access|Default|dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery;duReplace","","Sam Schiller",2021-01-21,"14:43:40",2021-01-26,"12:53:43","Sam Schiller","emu","No","No","",""
60,1057,5,"Group","Admin","Table","econservation","Operations","","","","","","daDefaults;daDelete;daDesign;daDisplay;daDittoAll;daEdit;daEditHelp;daEditQuery;daExport;daImport;daInsert;daMerge;daQuery;daRecall;daReplace;daReport;daSecurity;daTemplates","Group|Admin|Table|econservation|Operations|daDefaults;daDelete;daDesign;daDisplay;daDittoAll;daEdit;daEditHelp;daEditQuery;daExport;daImport;daInsert;daMerge;daQuery;daRecall;daReplace;daReport;daSecurity;daTemplates","","emu",2018-01-16,"21:18:00",2021-01-26,"12:53:22","Sam Schiller","emu","","","",""
61,11987,6,"Group","Admin","Table","econservation","Report","Condition Report","","","","","Crystal#InfRecordType;InfRecordDate;InfConservationPriority;InfConservatorRef_tab.eparties.SummaryData;Group4=[InfAssociatedLoanRef.eloans.SummaryData];InfOtherReason;ObjDmnsObjectRef.ecatalogue.SummaryData;ReqConservationPurpose;Group1=[DesMaterials_tab,DesIdMethod_tab];Group2=[DesPart_tab,DesKind_tab,DesValue_tab,DesUnit_tab,DesComment_tab];DesDetailedDescription;ExhRelativeHumidityMax;ExhRelativeHumidityMin;ExhTemperatureMin;ExhTemperatureMax;ExhUVMax;ExhLightMax;ExhMonitor_tab;ExhTControl;ExhRHControl;ExhPollutantControl;ExhOxygenControl;ExhHandling;ExhPackaging;ExhDescription;EnvNotes;ProProposalType;ProProposalContext;ProProposalDate;ProEstimatedHours;TreTreatmentProposal;Group3=[ProAuthorisationApproved_tab,ProAuthorisationComment_tab,ProAuthorisationDate0,ProAuthorisedByRef_tab.eparties.SummaryData];ProProposalByRef_tab.eparties.SummaryData;Group5=[InfAssociatedEventRef.eevents.SummaryData]##-1#Condition Report 5.1.rpt##","Group|Admin|Table|econservation|Report|Condition Report|Crystal#InfRecordType;InfRecordDate;InfConservationPriority;InfConservatorRef_tab.eparties.SummaryData;Group4=[InfAssociatedLoanRef.eloans.SummaryData];InfOtherReason;ObjDmnsObjectRef.ecatalogue.SummaryData;ReqConservationPurpose;Group1=[DesMaterials_tab,DesIdMethod_tab];Group2=[DesPart_tab,DesKind_tab,DesValue_tab,DesUnit_tab,DesComment_tab];DesDetailedDescription;ExhRelativeHumidityMax;ExhRelativeHumidityMin;ExhTemperatureMin;ExhTemperatureMax;ExhUVMax;ExhLightMax;ExhMonitor_tab;ExhTControl;ExhRHControl;ExhPollutantControl;ExhOxygenControl;ExhHandling;ExhPackaging;ExhDescription;EnvNotes;ProProposalType;ProProposalContext;ProProposalDate;ProEstimatedHours;TreTreatmentProposal;Group3=[ProAuthorisationApproved_tab,ProAuthorisationComment_tab,ProAuthorisationDate0,ProAuthorisedByRef_tab.eparties.SummaryData];ProProposalByRef_tab.eparties.SummaryData;Group5=[InfAssociatedEventRef.eevents.SummaryData]##-1#Condition Report 5.1.rpt##","","Sam Schiller",2018-03-20,"10:52:30",2018-03-20,"10:52:30","Sam Schiller","sschiller","","","",""
62,56569,6,"Group","Admin","Table","econservation","Report","Condition Report - Long  w Photo","","","","","Crystal#InfRecordType;InfRecordDate;InfConservationPriority;Group4=[InfAssociatedLoanRef.eloans.SummaryData];InfOtherReason;Group9=[ObjDmnsObjectRef.ecatalogue.SummaryData];ReqConservationPurpose;Group1=[DesMaterials_tab,DesIdMethod_tab];Group2=[DesPart_tab,DesKind_tab,DesValue_tab,DesUnit_tab,DesComment_tab];DesDetailedDescription;ExhRelativeHumidityMax;ExhTemperatureMax;ExhUVMax;ExhLightMax;ExhMonitor_tab;ExhTControl;ExhRHControl;ExhPollutantControl;ExhOxygenControl;ExhHandling;ExhPackaging;ExhDescription;EnvNotes;ProProposalType;ProProposalContext;ProProposalDate;ProEstimatedHours;TreTreatmentProposal;Group3=[ProAuthorisationApproved_tab,ProAuthorisationComment_tab,ProAuthorisationDate0,ProAuthorisedByRef_tab.eparties.SummaryData];ProProposalByRef_tab.eparties.SummaryData;Group5=[InfAssociatedEventRef.eevents.SummaryData];MulMultiMediaRef_tab.emultimedia.Multimedia;ReqConservationPurpose;Group6=[SurArea_tab,SurDeterioration_nesttab&SurDeterioration_tab,SurCondition_nesttab&SurCondition_tab];Group7=[StrArea_tab,StrCondition_nesttab&StrCondition_tab,StrDeterioration_nesttab&StrDeterioration_tab];Group11=[AnaInvestigatorRef_tab.eparties.SummaryData,AnaDate0,AnaAnalysis_tab,AnaMethod_tab,AnaResult0];PesStatus;Group10=[PesReferenceRef_tab.ebibliography.SummaryData];PesNotes;Group12=[PesDetIdentifiedByRef_tab.eparties.SummaryData,PesDetCommonName_tab,PesDetStage_tab,PesDetNumber_tab];Group13=[PesDamFoundByRef_tab.eparties.SummaryData,PesDamLocation_tab,PesDamType_tab,PesDamExtent_tab,PesDateFound0];Group14=[PesMitStaffRef_tab.eparties.SummaryData,PesMitActionTaken_tab,PesMitDateCompleted0];Group8=[MouLocationofMount_tab,MouTypeofSupport_tab,MouDeterioration_nesttab&MouDeterioration_tab,MouCondition_nesttab&MouCondition_tab];Group15=[RefReferenceRef_tab.ebibliography.SummaryData,RefKind_tab,RefPageFigurePlate_tab,RefCaptionText0];Group19=[NteText0,NteDate0,NteType_tab];Group16=[NteAttributedToRef_nesttab&NteAttributedToRef_tab.eparties.SummaryData];Group17=[NteBibliographyRef_nesttab&NteBibliographyRef_tab.ebibliography.SummaryData]##-1#Condition Report 5.1 - photo - Copy (sschiller).rpt#--first-image --delim-windows#","Group|Admin|Table|econservation|Report|Condition Report - Long  w Photo|Crystal#InfRecordType;InfRecordDate;InfConservationPriority;Group4=[InfAssociatedLoanRef.eloans.SummaryData];InfOtherReason;Group9=[ObjDmnsObjectRef.ecatalogue.SummaryData];ReqConservationPurpose;Group1=[DesMaterials_tab,DesIdMethod_tab];Group2=[DesPart_tab,DesKind_tab,DesValue_tab,DesUnit_tab,DesComment_tab];DesDetailedDescription;ExhRelativeHumidityMax;ExhTemperatureMax;ExhUVMax;ExhLightMax;ExhMonitor_tab;ExhTControl;ExhRHControl;ExhPollutantControl;ExhOxygenControl;ExhHandling;ExhPackaging;ExhDescription;EnvNotes;ProProposalType;ProProposalContext;ProProposalDate;ProEstimatedHours;TreTreatmentProposal;Group3=[ProAuthorisationApproved_tab,ProAuthorisationComment_tab,ProAuthorisationDate0,ProAuthorisedByRef_tab.eparties.SummaryData];ProProposalByRef_tab.eparties.SummaryData;Group5=[InfAssociatedEventRef.eevents.SummaryData];MulMultiMediaRef_tab.emultimedia.Multimedia;ReqConservationPurpose;Group6=[SurArea_tab,SurDeterioration_nesttab&SurDeterioration_tab,SurCondition_nesttab&SurCondition_tab];Group7=[StrArea_tab,StrCondition_nesttab&StrCondition_tab,StrDeterioration_nesttab&StrDeterioration_tab];Group11=[AnaInvestigatorRef_tab.eparties.SummaryData,AnaDate0,AnaAnalysis_tab,AnaMethod_tab,AnaResult0];PesStatus;Group10=[PesReferenceRef_tab.ebibliography.SummaryData];PesNotes;Group12=[PesDetIdentifiedByRef_tab.eparties.SummaryData,PesDetCommonName_tab,PesDetStage_tab,PesDetNumber_tab];Group13=[PesDamFoundByRef_tab.eparties.SummaryData,PesDamLocation_tab,PesDamType_tab,PesDamExtent_tab,PesDateFound0];Group14=[PesMitStaffRef_tab.eparties.SummaryData,PesMitActionTaken_tab,PesMitDateCompleted0];Group8=[MouLocationofMount_tab,MouTypeofSupport_tab,MouDeterioration_nesttab&MouDeterioration_tab,MouCondition_nesttab&MouCondition_tab];Group15=[RefReferenceRef_tab.ebibliography.SummaryData,RefKind_tab,RefPageFigurePlate_tab,RefCaptionText0];Group19=[NteText0,NteDate0,NteType_tab];Group16=[NteAttributedToRef_nesttab&NteAttributedToRef_tab.eparties.SummaryData];Group17=[NteBibliographyRef_nesttab&NteBibliographyRef_tab.ebibliography.SummaryData]##-1#Condition Report 5.1 - photo - Copy (sschiller).rpt#--first-image --delim-windows#","","Sam Schiller",2018-11-20,"09:57:37",2018-11-20,"09:57:37","Sam Schiller","sschiller","","","",""
63,57359,6,"Group","Admin","Table","econservation","Report","Condition Report - Long  w Photo - Less Groups","","","","","Crystal#InfRecordType;InfRecordDate;InfConservationPriority;Group4=[InfAssociatedLoanRef.eloans.SummaryData];InfOtherReason;Group9=[ObjDmnsObjectRef.ecatalogue.SummaryData];ReqConservationPurpose;Group1=[DesMaterials_tab,DesIdMethod_tab];Group2=[DesPart_tab,DesKind_tab,DesValue_tab,DesUnit_tab,DesComment_tab];DesDetailedDescription;ExhRelativeHumidityMax;ExhTemperatureMax;ExhUVMax;ExhLightMax;ExhMonitor_tab;ExhTControl;ExhRHControl;ExhPollutantControl;ExhOxygenControl;ExhHandling;ExhPackaging;ExhDescription;EnvNotes;ProProposalType;ProProposalContext;ProProposalDate;ProEstimatedHours;TreTreatmentProposal;Group3=[ProAuthorisationApproved_tab,ProAuthorisationComment_tab,ProAuthorisationDate0,ProAuthorisedByRef_tab.eparties.SummaryData];ProProposalByRef_tab.eparties.SummaryData;Group5=[InfAssociatedEventRef.eevents.SummaryData];MulMultiMediaRef_tab.emultimedia.Multimedia;ReqConservationPurpose;Group6=[SurArea_tab,SurDeterioration_nesttab&SurDeterioration_tab,SurCondition_nesttab&SurCondition_tab];Group7=[StrArea_tab,StrCondition_nesttab&StrCondition_tab,StrDeterioration_nesttab&StrDeterioration_tab];Group11=[AnaInvestigatorRef_tab.eparties.SummaryData,AnaDate0,AnaAnalysis_tab,AnaMethod_tab,AnaResult0];PesStatus;Group10=[PesReferenceRef_tab.ebibliography.SummaryData];PesNotes;Group12=[PesDetIdentifiedByRef_tab.eparties.SummaryData,PesDetCommonName_tab,PesDetStage_tab,PesDetNumber_tab];Group13=[PesDamFoundByRef_tab.eparties.SummaryData,PesDamLocation_tab,PesDamType_tab,PesDamExtent_tab,PesDateFound0];Group14=[PesMitStaffRef_tab.eparties.SummaryData,PesMitActionTaken_tab,PesMitDateCompleted0];Group8=[MouLocationofMount_tab,MouTypeofSupport_tab,MouDeterioration_nesttab&MouDeterioration_tab,MouCondition_nesttab&MouCondition_tab];Group15=[RefReferenceRef_tab.ebibliography.SummaryData,RefKind_tab,RefPageFigurePlate_tab,RefCaptionText0];Group19=[NteText0,NteDate0,NteType_tab];Group16=[NteAttributedToRef_nesttab&NteAttributedToRef_tab.eparties.SummaryData];Group17=[NteBibliographyRef_nesttab&NteBibliographyRef_tab.ebibliography.SummaryData]##-1#Condition Report 5.1 - photo - Copy 2 (sschiller).rpt#--first-image --delim-windows#","Group|Admin|Table|econservation|Report|Condition Report - Long  w Photo - Less Groups|Crystal#InfRecordType;InfRecordDate;InfConservationPriority;Group4=[InfAssociatedLoanRef.eloans.SummaryData];InfOtherReason;Group9=[ObjDmnsObjectRef.ecatalogue.SummaryData];ReqConservationPurpose;Group1=[DesMaterials_tab,DesIdMethod_tab];Group2=[DesPart_tab,DesKind_tab,DesValue_tab,DesUnit_tab,DesComment_tab];DesDetailedDescription;ExhRelativeHumidityMax;ExhTemperatureMax;ExhUVMax;ExhLightMax;ExhMonitor_tab;ExhTControl;ExhRHControl;ExhPollutantControl;ExhOxygenControl;ExhHandling;ExhPackaging;ExhDescription;EnvNotes;ProProposalType;ProProposalContext;ProProposalDate;ProEstimatedHours;TreTreatmentProposal;Group3=[ProAuthorisationApproved_tab,ProAuthorisationComment_tab,ProAuthorisationDate0,ProAuthorisedByRef_tab.eparties.SummaryData];ProProposalByRef_tab.eparties.SummaryData;Group5=[InfAssociatedEventRef.eevents.SummaryData];MulMultiMediaRef_tab.emultimedia.Multimedia;ReqConservationPurpose;Group6=[SurArea_tab,SurDeterioration_nesttab&SurDeterioration_tab,SurCondition_nesttab&SurCondition_tab];Group7=[StrArea_tab,StrCondition_nesttab&StrCondition_tab,StrDeterioration_nesttab&StrDeterioration_tab];Group11=[AnaInvestigatorRef_tab.eparties.SummaryData,AnaDate0,AnaAnalysis_tab,AnaMethod_tab,AnaResult0];PesStatus;Group10=[PesReferenceRef_tab.ebibliography.SummaryData];PesNotes;Group12=[PesDetIdentifiedByRef_tab.eparties.SummaryData,PesDetCommonName_tab,PesDetStage_tab,PesDetNumber_tab];Group13=[PesDamFoundByRef_tab.eparties.SummaryData,PesDamLocation_tab,PesDamType_tab,PesDamExtent_tab,PesDateFound0];Group14=[PesMitStaffRef_tab.eparties.SummaryData,PesMitActionTaken_tab,PesMitDateCompleted0];Group8=[MouLocationofMount_tab,MouTypeofSupport_tab,MouDeterioration_nesttab&MouDeterioration_tab,MouCondition_nesttab&MouCondition_tab];Group15=[RefReferenceRef_tab.ebibliography.SummaryData,RefKind_tab,RefPageFigurePlate_tab,RefCaptionText0];Group19=[NteText0,NteDate0,NteType_tab];Group16=[NteAttributedToRef_nesttab&NteAttributedToRef_tab.eparties.SummaryData];Group17=[NteBibliographyRef_nesttab&NteBibliographyRef_tab.ebibliography.SummaryData]##-1#Condition Report 5.1 - photo - Copy 2 (sschiller).rpt#--first-image --delim-windows#","","Sam Schiller",2018-11-29,"09:21:47",2018-11-29,"09:21:47","Sam Schiller","sschiller","","","",""
64,60008,6,"Group","Admin","Table","econservation","Report","Consv Subreport - Dimensions - Obj Cond Desc","","","","","Crystal#@DesPart_tab;@DesKind_tab;@DesValue_tab;@DesUnit_tab;@DesComment_tab##-1#Consv Subreport - Dimensions - Obj Cond Desc.rpt##","Group|Admin|Table|econservation|Report|Consv Subreport - Dimensions - Obj Cond Desc|Crystal#@DesPart_tab;@DesKind_tab;@DesValue_tab;@DesUnit_tab;@DesComment_tab##-1#Consv Subreport - Dimensions - Obj Cond Desc.rpt##","","Sam Schiller",2018-12-18,"13:46:57",2018-12-18,"13:46:57","Sam Schiller","sschiller","","","",""
65,11995,6,"Group","Admin","Table","econservation","Report","Treatment Report","","","","","Crystal#InfRecordDate;InfConservationPriority;Group1=[InfConservatorRef_tab.eparties.SummaryData];Group2=[InfAssociatedLoanRef.eloans.SummaryData];Group3=[InfAssociatedEventRef.eevents.SummaryData];InfOtherReason;ObjDmnsObjectRef.ecatalogue.SummaryData;ReqConservationPurpose;TreDetailedTreatment;TreDateCommenced;TreDateCompleted;TreTreatmentActualHours;Group4=[TreTreatedByRef_tab.eparties.SummaryData];Group5=[AccMaterialManufacturerRef_tab.eparties.SummaryData,AccMaterialSupplierRef_tab.eparties.NamOrganisation,AccMaterial_tab];Group6=[RefReferenceRef_tab.ebibliography.SummaryData,RefKind_tab,RefPageFigurePlate_tab,RefCaptionText0];ExhTemperatureMin;ExhTemperatureMax;ExhRelativeHumidityMin;ExhRelativeHumidityMax;ExhUVMax;ExhLightMax;ExhMonitor_tab;ExhTControl;ExhRHControl;ExhPollutantControl;ExhOxygenControl;ExhHandling;ExhPackaging;ExhDescription;EnvNotes;Group7=[AnaAnalysis_tab,AnaMethod_tab,AnaResult0,AnaInvestigatorRef_tab.eparties.SummaryData,AnaDate0]##-1#Treatment Report 5.1.rpt##","Group|Admin|Table|econservation|Report|Treatment Report|Crystal#InfRecordDate;InfConservationPriority;Group1=[InfConservatorRef_tab.eparties.SummaryData];Group2=[InfAssociatedLoanRef.eloans.SummaryData];Group3=[InfAssociatedEventRef.eevents.SummaryData];InfOtherReason;ObjDmnsObjectRef.ecatalogue.SummaryData;ReqConservationPurpose;TreDetailedTreatment;TreDateCommenced;TreDateCompleted;TreTreatmentActualHours;Group4=[TreTreatedByRef_tab.eparties.SummaryData];Group5=[AccMaterialManufacturerRef_tab.eparties.SummaryData,AccMaterialSupplierRef_tab.eparties.NamOrganisation,AccMaterial_tab];Group6=[RefReferenceRef_tab.ebibliography.SummaryData,RefKind_tab,RefPageFigurePlate_tab,RefCaptionText0];ExhTemperatureMin;ExhTemperatureMax;ExhRelativeHumidityMin;ExhRelativeHumidityMax;ExhUVMax;ExhLightMax;ExhMonitor_tab;ExhTControl;ExhRHControl;ExhPollutantControl;ExhOxygenControl;ExhHandling;ExhPackaging;ExhDescription;EnvNotes;Group7=[AnaAnalysis_tab,AnaMethod_tab,AnaResult0,AnaInvestigatorRef_tab.eparties.SummaryData,AnaDate0]##-1#Treatment Report 5.1.rpt##","","Sam Schiller",2018-03-20,"10:56:55",2018-03-20,"10:56:55","Sam Schiller","sschiller","","","",""
